0C7C7      //Pixel 0: 7.803802e-01
0D0D0      //Pixel 3015: 8.156738e-01
0D3D3      //Pixel 3016: 8.274384e-01
0D5D5      //Pixel 3017: 8.352814e-01
0D7D7      //Pixel 3018: 8.431244e-01
0D8D8      //Pixel 3019: 8.470459e-01
0DBDB      //Pixel 3020: 8.588104e-01
0DCDC      //Pixel 3021: 8.627319e-01
0DDDD      //Pixel 3022: 8.666534e-01
0DFDF      //Pixel 3023: 8.744965e-01
0E0E0      //Pixel 3024: 8.784180e-01
0E1E1      //Pixel 3025: 8.823395e-01
0E2E2      //Pixel 3026: 8.862610e-01
0E2E2      //Pixel 3027: 8.862610e-01
0E3E3      //Pixel 3028: 8.901825e-01
0E3E3      //Pixel 3029: 8.901825e-01
0E3E3      //Pixel 3030: 8.901825e-01
0E2E2      //Pixel 3031: 8.862610e-01
0E1E1      //Pixel 3032: 8.823395e-01
0DEDE      //Pixel 3033: 8.705750e-01
0DCDC      //Pixel 3034: 8.627319e-01
0DBDB      //Pixel 3035: 8.588104e-01
0A4A4      //Pixel 3036: 6.431274e-01
05353      //Pixel 3037: 3.254852e-01
06C6C      //Pixel 3038: 4.235229e-01
08787      //Pixel 3039: 5.294037e-01
08E8E      //Pixel 3040: 5.568542e-01
09191      //Pixel 3041: 5.686188e-01
09292      //Pixel 3042: 5.725403e-01
09292      //Pixel 3043: 5.725403e-01
09191      //Pixel 3044: 5.686188e-01
08C8C      //Pixel 3045: 5.490112e-01
07F7F      //Pixel 3046: 4.980316e-01
06060      //Pixel 3047: 3.764648e-01
06565      //Pixel 3048: 3.960724e-01
06D6D      //Pixel 3049: 4.274445e-01
07272      //Pixel 3050: 4.470520e-01
06B6B      //Pixel 3051: 4.196014e-01
06D6D      //Pixel 3052: 4.274445e-01
06565      //Pixel 3053: 3.960724e-01
05959      //Pixel 3054: 3.490143e-01
04E4E      //Pixel 3055: 3.058777e-01
09595      //Pixel 3056: 5.843048e-01
0D9D9      //Pixel 3057: 8.509674e-01
0D9D9      //Pixel 3058: 8.509674e-01
0DADA      //Pixel 3059: 8.548889e-01
0D9D9      //Pixel 3060: 8.509674e-01
0D7D7      //Pixel 3061: 8.431244e-01
0D6D6      //Pixel 3062: 8.392029e-01
0D5D5      //Pixel 3063: 8.352814e-01
0D3D3      //Pixel 3064: 8.274384e-01
0D2D2      //Pixel 3065: 8.235168e-01
0D0D0      //Pixel 3066: 8.156738e-01
0CFCF      //Pixel 3067: 8.117523e-01
0CDCD      //Pixel 3068: 8.039093e-01
0CCCC      //Pixel 3069: 7.999878e-01
0CBCB      //Pixel 3070: 7.960663e-01
0CACA      //Pixel 3071: 7.921448e-01
0C0C0      //Pixel 3072: 7.529297e-01
0C1C1      //Pixel 3073: 7.568512e-01
0C3C3      //Pixel 3074: 7.646942e-01
0C4C4      //Pixel 3075: 7.686157e-01
0C8C8      //Pixel 3076: 7.843018e-01
0CBCB      //Pixel 3077: 7.960663e-01
0CECE      //Pixel 3078: 8.078308e-01
0CFCF      //Pixel 3079: 8.117523e-01
0D1D1      //Pixel 3080: 8.195953e-01
0D4D4      //Pixel 3081: 8.313599e-01
0D5D5      //Pixel 3082: 8.352814e-01
0D7D7      //Pixel 3083: 8.431244e-01
0D8D8      //Pixel 3084: 8.470459e-01
0DADA      //Pixel 3085: 8.548889e-01
0DBDB      //Pixel 3086: 8.588104e-01
0DDDD      //Pixel 3087: 8.666534e-01
0DEDE      //Pixel 3088: 8.705750e-01
0DFDF      //Pixel 3089: 8.744965e-01
0E0E0      //Pixel 3090: 8.784180e-01
0E1E1      //Pixel 3091: 8.823395e-01
0E2E2      //Pixel 3092: 8.862610e-01
0E2E2      //Pixel 3093: 8.862610e-01
0E2E2      //Pixel 3094: 8.862610e-01
0E1E1      //Pixel 3095: 8.823395e-01
0E0E0      //Pixel 3096: 8.784180e-01
0DEDE      //Pixel 3097: 8.705750e-01
0DCDC      //Pixel 3098: 8.627319e-01
0D9D9      //Pixel 3099: 8.509674e-01
0BDBD      //Pixel 3100: 7.411652e-01
05C5C      //Pixel 3101: 3.607788e-01
06B6B      //Pixel 3102: 4.196014e-01
08383      //Pixel 3103: 5.137177e-01
08D8D      //Pixel 3104: 5.529327e-01
09292      //Pixel 3105: 5.725403e-01
09090      //Pixel 3106: 5.646973e-01
09090      //Pixel 3107: 5.646973e-01
08F8F      //Pixel 3108: 5.607758e-01
08A8A      //Pixel 3109: 5.411682e-01
07D7D      //Pixel 3110: 4.901886e-01
05E5E      //Pixel 3111: 3.686218e-01
05B5B      //Pixel 3112: 3.568573e-01
06565      //Pixel 3113: 3.960724e-01
07373      //Pixel 3114: 4.509735e-01
07272      //Pixel 3115: 4.470520e-01
06767      //Pixel 3116: 4.039154e-01
06060      //Pixel 3117: 3.764648e-01
05555      //Pixel 3118: 3.333282e-01
04D4D      //Pixel 3119: 3.019562e-01
09090      //Pixel 3120: 5.646973e-01
0D7D7      //Pixel 3121: 8.431244e-01
0D8D8      //Pixel 3122: 8.470459e-01
0D9D9      //Pixel 3123: 8.509674e-01
0D8D8      //Pixel 3124: 8.470459e-01
0D7D7      //Pixel 3125: 8.431244e-01
0D6D6      //Pixel 3126: 8.392029e-01
0D4D4      //Pixel 3127: 8.313599e-01
0D1D1      //Pixel 3128: 8.195953e-01
0D0D0      //Pixel 3129: 8.156738e-01
0CFCF      //Pixel 3130: 8.117523e-01
0CDCD      //Pixel 3131: 8.039093e-01
0CCCC      //Pixel 3132: 7.999878e-01
0CBCB      //Pixel 3133: 7.960663e-01
0C9C9      //Pixel 3134: 7.882233e-01
0C8C8      //Pixel 3135: 7.843018e-01
0BDBD      //Pixel 3136: 7.411652e-01
0BFBF      //Pixel 3137: 7.490082e-01
0C0C0      //Pixel 3138: 7.529297e-01
0C2C2      //Pixel 3139: 7.607727e-01
0C6C6      //Pixel 3140: 7.764587e-01
0C9C9      //Pixel 3141: 7.882233e-01
0CCCC      //Pixel 3142: 7.999878e-01
0CDCD      //Pixel 3143: 8.039093e-01
0CECE      //Pixel 3144: 8.078308e-01
0D0D0      //Pixel 3145: 8.156738e-01
0D3D3      //Pixel 3146: 8.274384e-01
0D4D4      //Pixel 3147: 8.313599e-01
0D6D6      //Pixel 3148: 8.392029e-01
0D8D8      //Pixel 3149: 8.470459e-01
0DADA      //Pixel 3150: 8.548889e-01
0DBDB      //Pixel 3151: 8.588104e-01
0DCDC      //Pixel 3152: 8.627319e-01
0DEDE      //Pixel 3153: 8.705750e-01
0DFDF      //Pixel 3154: 8.744965e-01
0E0E0      //Pixel 3155: 8.784180e-01
0E0E0      //Pixel 3156: 8.784180e-01
0E0E0      //Pixel 3157: 8.784180e-01
0E1E1      //Pixel 3158: 8.823395e-01
0E1E1      //Pixel 3159: 8.823395e-01
0DFDF      //Pixel 3160: 8.744965e-01
0DEDE      //Pixel 3161: 8.705750e-01
0DBDB      //Pixel 3162: 8.588104e-01
0D8D8      //Pixel 3163: 8.470459e-01
0CECE      //Pixel 3164: 8.078308e-01
07474      //Pixel 3165: 4.548950e-01
06464      //Pixel 3166: 3.921509e-01
07C7C      //Pixel 3167: 4.862671e-01
08B8B      //Pixel 3168: 5.450897e-01
09191      //Pixel 3169: 5.686188e-01
09090      //Pixel 3170: 5.646973e-01
08E8E      //Pixel 3171: 5.568542e-01
08C8C      //Pixel 3172: 5.490112e-01
08888      //Pixel 3173: 5.333252e-01
07A7A      //Pixel 3174: 4.784241e-01
05C5C      //Pixel 3175: 3.607788e-01
05050      //Pixel 3176: 3.137207e-01
06060      //Pixel 3177: 3.764648e-01
06A6A      //Pixel 3178: 4.156799e-01
06E6E      //Pixel 3179: 4.313660e-01
06060      //Pixel 3180: 3.764648e-01
05656      //Pixel 3181: 3.372498e-01
04F4F      //Pixel 3182: 3.097992e-01
04949      //Pixel 3183: 2.862701e-01
08787      //Pixel 3184: 5.294037e-01
0D5D5      //Pixel 3185: 8.352814e-01
0D6D6      //Pixel 3186: 8.392029e-01
0D6D6      //Pixel 3187: 8.392029e-01
0D6D6      //Pixel 3188: 8.392029e-01
0D5D5      //Pixel 3189: 8.352814e-01
0D3D3      //Pixel 3190: 8.274384e-01
0D2D2      //Pixel 3191: 8.235168e-01
0CFCF      //Pixel 3192: 8.117523e-01
0CECE      //Pixel 3193: 8.078308e-01
0CCCC      //Pixel 3194: 7.999878e-01
0CBCB      //Pixel 3195: 7.960663e-01
0CACA      //Pixel 3196: 7.921448e-01
0C9C9      //Pixel 3197: 7.882233e-01
0C8C8      //Pixel 3198: 7.843018e-01
0C6C6      //Pixel 3199: 7.764587e-01
0BCBC      //Pixel 3200: 7.372437e-01
0BDBD      //Pixel 3201: 7.411652e-01
0BEBE      //Pixel 3202: 7.450867e-01
0C0C0      //Pixel 3203: 7.529297e-01
0C5C5      //Pixel 3204: 7.725372e-01
0C8C8      //Pixel 3205: 7.843018e-01
0CACA      //Pixel 3206: 7.921448e-01
0CBCB      //Pixel 3207: 7.960663e-01
0CDCD      //Pixel 3208: 8.039093e-01
0CFCF      //Pixel 3209: 8.117523e-01
0D1D1      //Pixel 3210: 8.195953e-01
0D2D2      //Pixel 3211: 8.235168e-01
0D4D4      //Pixel 3212: 8.313599e-01
0D6D6      //Pixel 3213: 8.392029e-01
0D8D8      //Pixel 3214: 8.470459e-01
0D9D9      //Pixel 3215: 8.509674e-01
0DADA      //Pixel 3216: 8.548889e-01
0DCDC      //Pixel 3217: 8.627319e-01
0DCDC      //Pixel 3218: 8.627319e-01
0DEDE      //Pixel 3219: 8.705750e-01
0DFDF      //Pixel 3220: 8.744965e-01
0DFDF      //Pixel 3221: 8.744965e-01
0E0E0      //Pixel 3222: 8.784180e-01
0E0E0      //Pixel 3223: 8.784180e-01
0DEDE      //Pixel 3224: 8.705750e-01
0DDDD      //Pixel 3225: 8.666534e-01
0DBDB      //Pixel 3226: 8.588104e-01
0D7D7      //Pixel 3227: 8.431244e-01
0D4D4      //Pixel 3228: 8.313599e-01
08D8D      //Pixel 3229: 5.529327e-01
05A5A      //Pixel 3230: 3.529358e-01
07676      //Pixel 3231: 4.627380e-01
08686      //Pixel 3232: 5.254822e-01
08D8D      //Pixel 3233: 5.529327e-01
08C8C      //Pixel 3234: 5.490112e-01
08C8C      //Pixel 3235: 5.490112e-01
08C8C      //Pixel 3236: 5.490112e-01
08787      //Pixel 3237: 5.294037e-01
07979      //Pixel 3238: 4.745026e-01
05D5D      //Pixel 3239: 3.647003e-01
04848      //Pixel 3240: 2.823486e-01
05858      //Pixel 3241: 3.450928e-01
06363      //Pixel 3242: 3.882294e-01
06262      //Pixel 3243: 3.843079e-01
05656      //Pixel 3244: 3.372498e-01
05050      //Pixel 3245: 3.137207e-01
04A4A      //Pixel 3246: 2.901917e-01
04545      //Pixel 3247: 2.705841e-01
07C7C      //Pixel 3248: 4.862671e-01
0D3D3      //Pixel 3249: 8.274384e-01
0D5D5      //Pixel 3250: 8.352814e-01
0D5D5      //Pixel 3251: 8.352814e-01
0D4D4      //Pixel 3252: 8.313599e-01
0D3D3      //Pixel 3253: 8.274384e-01
0D0D0      //Pixel 3254: 8.156738e-01
0D0D0      //Pixel 3255: 8.156738e-01
0CECE      //Pixel 3256: 8.078308e-01
0CCCC      //Pixel 3257: 7.999878e-01
0CBCB      //Pixel 3258: 7.960663e-01
0CACA      //Pixel 3259: 7.921448e-01
0C8C8      //Pixel 3260: 7.843018e-01
0C8C8      //Pixel 3261: 7.843018e-01
0C7C7      //Pixel 3262: 7.803802e-01
0C6C6      //Pixel 3263: 7.764587e-01
0BABA      //Pixel 3264: 7.294006e-01
0BBBB      //Pixel 3265: 7.333221e-01
0BDBD      //Pixel 3266: 7.411652e-01
0BFBF      //Pixel 3267: 7.490082e-01
0C4C4      //Pixel 3268: 7.686157e-01
0C7C7      //Pixel 3269: 7.803802e-01
0C9C9      //Pixel 3270: 7.882233e-01
0CACA      //Pixel 3271: 7.921448e-01
0CCCC      //Pixel 3272: 7.999878e-01
0CDCD      //Pixel 3273: 8.039093e-01
0CECE      //Pixel 3274: 8.078308e-01
0D0D0      //Pixel 3275: 8.156738e-01
0D2D2      //Pixel 3276: 8.235168e-01
0D5D5      //Pixel 3277: 8.352814e-01
0D7D7      //Pixel 3278: 8.431244e-01
0D6D6      //Pixel 3279: 8.392029e-01
0D8D8      //Pixel 3280: 8.470459e-01
0DADA      //Pixel 3281: 8.548889e-01
0DADA      //Pixel 3282: 8.548889e-01
0DBDB      //Pixel 3283: 8.588104e-01
0DCDC      //Pixel 3284: 8.627319e-01
0DDDD      //Pixel 3285: 8.666534e-01
0DEDE      //Pixel 3286: 8.705750e-01
0DEDE      //Pixel 3287: 8.705750e-01
0DDDD      //Pixel 3288: 8.666534e-01
0DCDC      //Pixel 3289: 8.627319e-01
0DBDB      //Pixel 3290: 8.588104e-01
0D7D7      //Pixel 3291: 8.431244e-01
0D4D4      //Pixel 3292: 8.313599e-01
0AAAA      //Pixel 3293: 6.666565e-01
05656      //Pixel 3294: 3.372498e-01
06D6D      //Pixel 3295: 4.274445e-01
07D7D      //Pixel 3296: 4.901886e-01
08787      //Pixel 3297: 5.294037e-01
08888      //Pixel 3298: 5.333252e-01
08A8A      //Pixel 3299: 5.411682e-01
08989      //Pixel 3300: 5.372467e-01
08585      //Pixel 3301: 5.215607e-01
07979      //Pixel 3302: 4.745026e-01
06161      //Pixel 3303: 3.803864e-01
04848      //Pixel 3304: 2.823486e-01
04D4D      //Pixel 3305: 3.019562e-01
05757      //Pixel 3306: 3.411713e-01
05757      //Pixel 3307: 3.411713e-01
04E4E      //Pixel 3308: 3.058777e-01
04848      //Pixel 3309: 2.823486e-01
04444      //Pixel 3310: 2.666626e-01
04141      //Pixel 3311: 2.548981e-01
07171      //Pixel 3312: 4.431305e-01
0CFCF      //Pixel 3313: 8.117523e-01
0D3D3      //Pixel 3314: 8.274384e-01
0D3D3      //Pixel 3315: 8.274384e-01
0D2D2      //Pixel 3316: 8.235168e-01
0D0D0      //Pixel 3317: 8.156738e-01
0CFCF      //Pixel 3318: 8.117523e-01
0CDCD      //Pixel 3319: 8.039093e-01
0CBCB      //Pixel 3320: 7.960663e-01
0CACA      //Pixel 3321: 7.921448e-01
0C8C8      //Pixel 3322: 7.843018e-01
0C8C8      //Pixel 3323: 7.843018e-01
0C6C6      //Pixel 3324: 7.764587e-01
0C5C5      //Pixel 3325: 7.725372e-01
0C5C5      //Pixel 3326: 7.725372e-01
0C3C3      //Pixel 3327: 7.646942e-01
0B8B8      //Pixel 3328: 7.215576e-01
0B9B9      //Pixel 3329: 7.254791e-01
0BABA      //Pixel 3330: 7.294006e-01
0BCBC      //Pixel 3331: 7.372437e-01
0C3C3      //Pixel 3332: 7.646942e-01
0C6C6      //Pixel 3333: 7.764587e-01
0C7C7      //Pixel 3334: 7.803802e-01
0C8C8      //Pixel 3335: 7.843018e-01
0CACA      //Pixel 3336: 7.921448e-01
0CBCB      //Pixel 3337: 7.960663e-01
0CDCD      //Pixel 3338: 8.039093e-01
0CFCF      //Pixel 3339: 8.117523e-01
0D0D0      //Pixel 3340: 8.156738e-01
0D2D2      //Pixel 3341: 8.235168e-01
0D4D4      //Pixel 3342: 8.313599e-01
0D5D5      //Pixel 3343: 8.352814e-01
0D6D6      //Pixel 3344: 8.392029e-01
0D8D8      //Pixel 3345: 8.470459e-01
0D9D9      //Pixel 3346: 8.509674e-01
0DADA      //Pixel 3347: 8.548889e-01
0DBDB      //Pixel 3348: 8.588104e-01
0DBDB      //Pixel 3349: 8.588104e-01
0DDDD      //Pixel 3350: 8.666534e-01
0DDDD      //Pixel 3351: 8.666534e-01
0DCDC      //Pixel 3352: 8.627319e-01
0DBDB      //Pixel 3353: 8.588104e-01
0D9D9      //Pixel 3354: 8.509674e-01
0D7D7      //Pixel 3355: 8.431244e-01
0D3D3      //Pixel 3356: 8.274384e-01
0BEBE      //Pixel 3357: 7.450867e-01
06060      //Pixel 3358: 3.764648e-01
06161      //Pixel 3359: 3.803864e-01
07373      //Pixel 3360: 4.509735e-01
08080      //Pixel 3361: 5.019531e-01
08484      //Pixel 3362: 5.176392e-01
08A8A      //Pixel 3363: 5.411682e-01
08686      //Pixel 3364: 5.254822e-01
08282      //Pixel 3365: 5.097961e-01
07777      //Pixel 3366: 4.666595e-01
06363      //Pixel 3367: 3.882294e-01
04F4F      //Pixel 3368: 3.097992e-01
04949      //Pixel 3369: 2.862701e-01
05252      //Pixel 3370: 3.215637e-01
04F4F      //Pixel 3371: 3.097992e-01
04444      //Pixel 3372: 2.666626e-01
04040      //Pixel 3373: 2.509766e-01
03B3B      //Pixel 3374: 2.313690e-01
03C3C      //Pixel 3375: 2.352905e-01
06969      //Pixel 3376: 4.117584e-01
0CCCC      //Pixel 3377: 7.999878e-01
0D0D0      //Pixel 3378: 8.156738e-01
0D0D0      //Pixel 3379: 8.156738e-01
0D0D0      //Pixel 3380: 8.156738e-01
0CFCF      //Pixel 3381: 8.117523e-01
0CDCD      //Pixel 3382: 8.039093e-01
0CBCB      //Pixel 3383: 7.960663e-01
0C8C8      //Pixel 3384: 7.843018e-01
0C7C7      //Pixel 3385: 7.803802e-01
0C6C6      //Pixel 3386: 7.764587e-01
0C6C6      //Pixel 3387: 7.764587e-01
0C4C4      //Pixel 3388: 7.686157e-01
0C3C3      //Pixel 3389: 7.646942e-01
0C2C2      //Pixel 3390: 7.607727e-01
0C1C1      //Pixel 3391: 7.568512e-01
0B6B6      //Pixel 3392: 7.137146e-01
0B7B7      //Pixel 3393: 7.176361e-01
0B8B8      //Pixel 3394: 7.215576e-01
0BABA      //Pixel 3395: 7.294006e-01
0C2C2      //Pixel 3396: 7.607727e-01
0C4C4      //Pixel 3397: 7.686157e-01
0C6C6      //Pixel 3398: 7.764587e-01
0C7C7      //Pixel 3399: 7.803802e-01
0C9C9      //Pixel 3400: 7.882233e-01
0CBCB      //Pixel 3401: 7.960663e-01
0CCCC      //Pixel 3402: 7.999878e-01
0CECE      //Pixel 3403: 8.078308e-01
0D0D0      //Pixel 3404: 8.156738e-01
0D1D1      //Pixel 3405: 8.195953e-01
0D1D1      //Pixel 3406: 8.195953e-01
0D3D3      //Pixel 3407: 8.274384e-01
0D4D4      //Pixel 3408: 8.313599e-01
0D6D6      //Pixel 3409: 8.392029e-01
0D7D7      //Pixel 3410: 8.431244e-01
0D8D8      //Pixel 3411: 8.470459e-01
0D9D9      //Pixel 3412: 8.509674e-01
0DADA      //Pixel 3413: 8.548889e-01
0DBDB      //Pixel 3414: 8.588104e-01
0DBDB      //Pixel 3415: 8.588104e-01
0DBDB      //Pixel 3416: 8.588104e-01
0DADA      //Pixel 3417: 8.548889e-01
0D8D8      //Pixel 3418: 8.470459e-01
0D6D6      //Pixel 3419: 8.392029e-01
0D3D3      //Pixel 3420: 8.274384e-01
0C9C9      //Pixel 3421: 7.882233e-01
07575      //Pixel 3422: 4.588165e-01
05454      //Pixel 3423: 3.294067e-01
06969      //Pixel 3424: 4.117584e-01
07979      //Pixel 3425: 4.745026e-01
08080      //Pixel 3426: 5.019531e-01
08888      //Pixel 3427: 5.333252e-01
08686      //Pixel 3428: 5.254822e-01
08080      //Pixel 3429: 5.019531e-01
07373      //Pixel 3430: 4.509735e-01
06565      //Pixel 3431: 3.960724e-01
05555      //Pixel 3432: 3.333282e-01
04949      //Pixel 3433: 2.862701e-01
05252      //Pixel 3434: 3.215637e-01
04F4F      //Pixel 3435: 3.097992e-01
03F3F      //Pixel 3436: 2.470551e-01
03939      //Pixel 3437: 2.235260e-01
03535      //Pixel 3438: 2.078400e-01
03636      //Pixel 3439: 2.117615e-01
06363      //Pixel 3440: 3.882294e-01
0CBCB      //Pixel 3441: 7.960663e-01
0CFCF      //Pixel 3442: 8.117523e-01
0CFCF      //Pixel 3443: 8.117523e-01
0CECE      //Pixel 3444: 8.078308e-01
0CDCD      //Pixel 3445: 8.039093e-01
0CBCB      //Pixel 3446: 7.960663e-01
0C9C9      //Pixel 3447: 7.882233e-01
0C7C7      //Pixel 3448: 7.803802e-01
0C6C6      //Pixel 3449: 7.764587e-01
0C5C5      //Pixel 3450: 7.725372e-01
0C4C4      //Pixel 3451: 7.686157e-01
0C3C3      //Pixel 3452: 7.646942e-01
0C1C1      //Pixel 3453: 7.568512e-01
0C0C0      //Pixel 3454: 7.529297e-01
0BEBE      //Pixel 3455: 7.450867e-01
0B4B4      //Pixel 3456: 7.058716e-01
0B5B5      //Pixel 3457: 7.097931e-01
0B6B6      //Pixel 3458: 7.137146e-01
0B8B8      //Pixel 3459: 7.215576e-01
0BFBF      //Pixel 3460: 7.490082e-01
0C2C2      //Pixel 3461: 7.607727e-01
0C4C4      //Pixel 3462: 7.686157e-01
0C5C5      //Pixel 3463: 7.725372e-01
0C8C8      //Pixel 3464: 7.843018e-01
0CACA      //Pixel 3465: 7.921448e-01
0CBCB      //Pixel 3466: 7.960663e-01
0CCCC      //Pixel 3467: 7.999878e-01
0CFCF      //Pixel 3468: 8.117523e-01
0CFCF      //Pixel 3469: 8.117523e-01
0D0D0      //Pixel 3470: 8.156738e-01
0D1D1      //Pixel 3471: 8.195953e-01
0D2D2      //Pixel 3472: 8.235168e-01
0D4D4      //Pixel 3473: 8.313599e-01
0D5D5      //Pixel 3474: 8.352814e-01
0D5D5      //Pixel 3475: 8.352814e-01
0D7D7      //Pixel 3476: 8.431244e-01
0D7D7      //Pixel 3477: 8.431244e-01
0D9D9      //Pixel 3478: 8.509674e-01
0D9D9      //Pixel 3479: 8.509674e-01
0D9D9      //Pixel 3480: 8.509674e-01
0D8D8      //Pixel 3481: 8.470459e-01
0D7D7      //Pixel 3482: 8.431244e-01
0D5D5      //Pixel 3483: 8.352814e-01
0D3D3      //Pixel 3484: 8.274384e-01
0CECE      //Pixel 3485: 8.078308e-01
09494      //Pixel 3486: 5.803833e-01
04B4B      //Pixel 3487: 2.941132e-01
05F5F      //Pixel 3488: 3.725433e-01
06F6F      //Pixel 3489: 4.352875e-01
07B7B      //Pixel 3490: 4.823456e-01
08383      //Pixel 3491: 5.137177e-01
08282      //Pixel 3492: 5.097961e-01
08080      //Pixel 3493: 5.019531e-01
07070      //Pixel 3494: 4.392090e-01
06868      //Pixel 3495: 4.078369e-01
05757      //Pixel 3496: 3.411713e-01
04A4A      //Pixel 3497: 2.901917e-01
04A4A      //Pixel 3498: 2.901917e-01
04949      //Pixel 3499: 2.862701e-01
03C3C      //Pixel 3500: 2.352905e-01
03535      //Pixel 3501: 2.078400e-01
03333      //Pixel 3502: 1.999969e-01
03535      //Pixel 3503: 2.078400e-01
05E5E      //Pixel 3504: 3.686218e-01
0C6C6      //Pixel 3505: 7.764587e-01
0CCCC      //Pixel 3506: 7.999878e-01
0CCCC      //Pixel 3507: 7.999878e-01
0CBCB      //Pixel 3508: 7.960663e-01
0CACA      //Pixel 3509: 7.921448e-01
0C8C8      //Pixel 3510: 7.843018e-01
0C7C7      //Pixel 3511: 7.803802e-01
0C5C5      //Pixel 3512: 7.725372e-01
0C5C5      //Pixel 3513: 7.725372e-01
0C3C3      //Pixel 3514: 7.646942e-01
0C2C2      //Pixel 3515: 7.607727e-01
0C0C0      //Pixel 3516: 7.529297e-01
0BFBF      //Pixel 3517: 7.490082e-01
0BEBE      //Pixel 3518: 7.450867e-01
0BDBD      //Pixel 3519: 7.411652e-01
0B1B1      //Pixel 3520: 6.941071e-01
0B2B2      //Pixel 3521: 6.980286e-01
0B4B4      //Pixel 3522: 7.058716e-01
0B6B6      //Pixel 3523: 7.137146e-01
0BCBC      //Pixel 3524: 7.372437e-01
0C0C0      //Pixel 3525: 7.529297e-01
0C2C2      //Pixel 3526: 7.607727e-01
0C3C3      //Pixel 3527: 7.646942e-01
0C6C6      //Pixel 3528: 7.764587e-01
0C7C7      //Pixel 3529: 7.803802e-01
0C9C9      //Pixel 3530: 7.882233e-01
0CACA      //Pixel 3531: 7.921448e-01
0CCCC      //Pixel 3532: 7.999878e-01
0CDCD      //Pixel 3533: 8.039093e-01
0CECE      //Pixel 3534: 8.078308e-01
0D0D0      //Pixel 3535: 8.156738e-01
0D0D0      //Pixel 3536: 8.156738e-01
0D2D2      //Pixel 3537: 8.235168e-01
0D2D2      //Pixel 3538: 8.235168e-01
0D4D4      //Pixel 3539: 8.313599e-01
0D5D5      //Pixel 3540: 8.352814e-01
0D5D5      //Pixel 3541: 8.352814e-01
0D6D6      //Pixel 3542: 8.392029e-01
0D7D7      //Pixel 3543: 8.431244e-01
0D7D7      //Pixel 3544: 8.431244e-01
0D6D6      //Pixel 3545: 8.392029e-01
0D5D5      //Pixel 3546: 8.352814e-01
0D4D4      //Pixel 3547: 8.313599e-01
0D1D1      //Pixel 3548: 8.195953e-01
0CFCF      //Pixel 3549: 8.117523e-01
0ADAD      //Pixel 3550: 6.784210e-01
04E4E      //Pixel 3551: 3.058777e-01
05454      //Pixel 3552: 3.294067e-01
06767      //Pixel 3553: 4.039154e-01
07474      //Pixel 3554: 4.548950e-01
08080      //Pixel 3555: 5.019531e-01
08181      //Pixel 3556: 5.058746e-01
07F7F      //Pixel 3557: 4.980316e-01
06F6F      //Pixel 3558: 4.352875e-01
06868      //Pixel 3559: 4.078369e-01
05757      //Pixel 3560: 3.411713e-01
04B4B      //Pixel 3561: 2.941132e-01
04646      //Pixel 3562: 2.745056e-01
03B3B      //Pixel 3563: 2.313690e-01
03737      //Pixel 3564: 2.156830e-01
03838      //Pixel 3565: 2.196045e-01
03232      //Pixel 3566: 1.960754e-01
03333      //Pixel 3567: 1.999969e-01
05656      //Pixel 3568: 3.372498e-01
0C3C3      //Pixel 3569: 7.646942e-01
0C9C9      //Pixel 3570: 7.882233e-01
0CACA      //Pixel 3571: 7.921448e-01
0C9C9      //Pixel 3572: 7.882233e-01
0C9C9      //Pixel 3573: 7.882233e-01
0C8C8      //Pixel 3574: 7.843018e-01
0C6C6      //Pixel 3575: 7.764587e-01
0C5C5      //Pixel 3576: 7.725372e-01
0C4C4      //Pixel 3577: 7.686157e-01
0C2C2      //Pixel 3578: 7.607727e-01
0C1C1      //Pixel 3579: 7.568512e-01
0BFBF      //Pixel 3580: 7.490082e-01
0BEBE      //Pixel 3581: 7.450867e-01
0BCBC      //Pixel 3582: 7.372437e-01
0BBBB      //Pixel 3583: 7.333221e-01
0B0B0      //Pixel 3584: 6.901855e-01
0B0B0      //Pixel 3585: 6.901855e-01
0B2B2      //Pixel 3586: 6.980286e-01
0B4B4      //Pixel 3587: 7.058716e-01
0BABA      //Pixel 3588: 7.294006e-01
0BDBD      //Pixel 3589: 7.411652e-01
0BFBF      //Pixel 3590: 7.490082e-01
0C1C1      //Pixel 3591: 7.568512e-01
0C4C4      //Pixel 3592: 7.686157e-01
0C4C4      //Pixel 3593: 7.686157e-01
0C6C6      //Pixel 3594: 7.764587e-01
0C8C8      //Pixel 3595: 7.843018e-01
0C9C9      //Pixel 3596: 7.882233e-01
0CBCB      //Pixel 3597: 7.960663e-01
0CCCC      //Pixel 3598: 7.999878e-01
0CCCC      //Pixel 3599: 7.999878e-01
0CECE      //Pixel 3600: 8.078308e-01
0D0D0      //Pixel 3601: 8.156738e-01
0D0D0      //Pixel 3602: 8.156738e-01
0D2D2      //Pixel 3603: 8.235168e-01
0D4D4      //Pixel 3604: 8.313599e-01
0D4D4      //Pixel 3605: 8.313599e-01
0D4D4      //Pixel 3606: 8.313599e-01
0D4D4      //Pixel 3607: 8.313599e-01
0D4D4      //Pixel 3608: 8.313599e-01
0D4D4      //Pixel 3609: 8.313599e-01
0D3D3      //Pixel 3610: 8.274384e-01
0D3D3      //Pixel 3611: 8.274384e-01
0D0D0      //Pixel 3612: 8.156738e-01
0CDCD      //Pixel 3613: 8.039093e-01
0C1C1      //Pixel 3614: 7.568512e-01
